address,경로당,보건소,유치원,카페
경기도 안산시 단원구 원곡동,9,0,2,57
경기도 안산시 단원구 원시동,0,0,0,15
경기도 안산시 단원구 초지동,13,0,9,57
경기도 안산시 단원구 풍도동,2,0,0,0
경기도 안산시 단원구 화정동,2,0,0,4
경기도 안산시 대부남동,0,1,0,0
경기도 안산시 대부북동,0,1,0,0
경기도 안산시 사동,0,1,0,39
경기도 안산시 상록구 건건동,5,0,3,22
경기도 안산시 상록구 본오동,20,0,7,86
경기도 안산시 상록구 부곡동,8,0,2,23
경기도 안산시 상록구 사동,30,0,13,103
경기도 안산시 상록구 사사동,6,0,0,3
경기도 안산시 상록구 성포동,9,0,3,20
경기도 안산시 상록구 수암동,3,0,2,11
경기도 안산시 상록구 양상동,2,0,0,1
경기도 안산시 상록구 월피동,11,0,3,32
경기도 안산시 상록구 이동,5,0,4,57
경기도 안산시 상록구 일동,5,0,3,29
경기도 안산시 상록구 장상동,5,0,0,2
경기도 안산시 상록구 장하동,2,0,0,2
경기도 안산시 상록구 팔곡이동,3,0,1,4
경기도 안산시 상록구 팔곡일동,3,0,0,2
경기도 안산시 수암동,0,1,0,0
경기도 안산시 신길동,0,0,0,8
경기도 안산시 원곡동,0,1,0,15
경기도 안산시 초지동,0,1,0,0
경기도 안산시 풍도동,0,1,0,0
경기도 안성시 가사동,3,0,0,5
경기도 안성시 가현동,2,0,0,1
경기도 안성시 계동,1,0,0,2
경기도 안성시 고삼면 가유리,5,1,1,5
경기도 안성시 고삼면 대갈리,2,0,0,0
경기도 안성시 고삼면 봉산리,2,0,0,0
경기도 안성시 고삼면 삼은리,1,0,0,0
경기도 안성시 고삼면 신창리,5,0,0,0
경기도 안성시 고삼면 쌍지리,5,1,0,0
경기도 안성시 고삼면 월향리,2,0,0,1
경기도 안성시 공도읍 건천리,1,1,0,0
경기도 안성시 공도읍 마정리,9,0,0,20
경기도 안성시 공도읍 만정리,11,0,3,32
경기도 안성시 공도읍 불당리,1,0,0,0
경기도 안성시 공도읍 승두리,8,0,1,8
경기도 안성시 공도읍 신두리,2,0,0,5
경기도 안성시 공도읍 양기리,3,0,2,1
경기도 안성시 공도읍 용두리,6,1,5,17
경기도 안성시 공도읍 웅교리,4,0,0,0
경기도 안성시 공도읍 중복리,2,0,0,0
경기도 안성시 공도읍 진사리,10,0,3,20
경기도 안성시 구포동,1,0,2,0
경기도 안성시 금광면 개산리,3,0,1,0
경기도 안성시 금광면 금광리,1,0,1,3
경기도 안성시 금광면 내우리,2,1,0,0
경기도 안성시 금광면 사흥리,3,0,1,0
경기도 안성시 금광면 삼흥리,4,0,0,1
경기도 안성시 금광면 상중리,3,0,0,0
경기도 안성시 금광면 석하리,1,0,0,0
경기도 안성시 금광면 신양복리,5,0,0,5
경기도 안성시 금광면 오산리,2,1,0,0
경기도 안성시 금광면 오흥리,3,0,0,2
경기도 안성시 금광면 옥정리,3,0,0,0
경기도 안성시 금광면 장죽리,1,0,0,1
경기도 안성시 금광면 한운리,2,0,0,0
경기도 안성시 금광면 현곡리,2,1,0,1
경기도 안성시 금산동,6,0,1,8
경기도 안성시 금석동,2,0,0,0
경기도 안성시 낙원동,2,0,0,5
경기도 안성시 당왕동,8,0,2,10
경기도 안성시 대덕면 건지리,2,0,1,0
경기도 안성시 대덕면 내리,2,0,1,21
경기도 안성시 대덕면 대농리,2,0,0,0
경기도 안성시 대덕면 명당리,1,0,0,0
경기도 안성시 대덕면 모산리,2,0,0,2
경기도 안성시 대덕면 무능리,1,0,0,0
경기도 안성시 대덕면 보동리,2,0,0,1
경기도 안성시 대덕면 삼한리,3,0,0,0
경기도 안성시 대덕면 소내리,2,0,0,0
경기도 안성시 대덕면 소현리,2,0,0,0
경기도 안성시 대덕면 신령리,3,0,1,4
경기도 안성시 대덕면 죽리,3,0,0,1
경기도 안성시 대덕면 진현리,3,0,1,0
경기도 안성시 대덕면 토현리,1,0,0,0
경기도 안성시 대천동,0,0,0,22
경기도 안성시 도기동,2,1,0,7
경기도 안성시 동본동,1,0,0,8
경기도 안성시 명륜동,1,0,0,1
경기도 안성시 미양면 갈전리,1,0,0,0
경기도 안성시 미양면 강덕리,1,0,0,1
경기도 안성시 미양면 개정리,5,1,1,0
경기도 안성시 미양면 계륵리,2,0,0,4
경기도 안성시 미양면 고지리,4,0,0,0
경기도 안성시 미양면 구례리,1,0,0,0
경기도 안성시 미양면 구수리,2,0,0,0
경기도 안성시 미양면 마산리,3,0,0,0
경기도 안성시 미양면 법전리,2,0,0,0
경기도 안성시 미양면 보체리,4,0,1,1
경기도 안성시 미양면 신계리,1,0,0,0
경기도 안성시 미양면 신기리,1,0,0,0
경기도 안성시 미양면 양변리,3,0,0,0
경기도 안성시 미양면 양지리,4,1,2,1
경기도 안성시 미양면 용두리,1,0,0,0
경기도 안성시 미양면 정동리,1,0,0,0
경기도 안성시 미양면 진촌리,1,0,0,0
경기도 안성시 보개면 가율리,3,0,0,0
경기도 안성시 보개면 곡천리,1,0,0,1
경기도 안성시 보개면 구사리,2,0,0,0
경기도 안성시 보개면 기좌리,2,0,0,0
경기도 안성시 보개면 남풍리,3,0,0,1
경기도 안성시 보개면 내방리,1,0,0,0
경기도 안성시 보개면 동신리,3,0,1,1
경기도 안성시 보개면 동평리,3,1,0,0
경기도 안성시 보개면 복평리,1,1,0,3
경기도 안성시 보개면 북가현리,4,0,0,1
경기도 안성시 보개면 북좌리,1,0,0,0
경기도 안성시 보개면 불현리,1,0,0,0
경기도 안성시 보개면 상삼리,3,0,0,1
경기도 안성시 보개면 신안리,2,0,0,0
경기도 안성시 보개면 신장리,1,0,0,0
경기도 안성시 보개면 양복리,1,0,0,0
경기도 안성시 보개면 오두리,1,0,0,0
경기도 안성시 보개면 이전리,1,0,1,0
경기도 안성시 보개면 적가리,2,0,0,0
경기도 안성시 봉남동,2,0,0,3
경기도 안성시 봉산동,2,0,0,10
경기도 안성시 사곡동,1,0,0,2
경기도 안성시 삼죽면 기솔리,2,0,0,0
경기도 안성시 삼죽면 내강리,3,1,0,3
경기도 안성시 삼죽면 내장리,3,0,0,1
경기도 안성시 삼죽면 덕산리,5,0,1,1
경기도 안성시 삼죽면 마전리,3,0,1,0
경기도 안성시 삼죽면 미장리,2,0,0,0
경기도 안성시 삼죽면 배태리,1,0,0,0
경기도 안성시 삼죽면 용월리,4,0,0,6
경기도 안성시 삼죽면 율곡리,3,1,0,0
경기도 안성시 삼죽면 진촌리,2,0,0,5
경기도 안성시 서운면 동촌리,1,0,1,1
경기도 안성시 서운면 북산리,2,0,0,0
경기도 안성시 서운면 산평리,3,1,0,0
경기도 안성시 서운면 송산리,2,0,0,0
경기도 안성시 서운면 송정리,2,1,0,0
경기도 안성시 서운면 신기리,1,0,0,0
경기도 안성시 서운면 신능리,2,0,0,4
경기도 안성시 서운면 신촌리,3,0,0,1
경기도 안성시 서운면 신흥리,1,0,0,0
경기도 안성시 서운면 양촌리,2,0,0,0
경기도 안성시 서운면 오촌리,1,0,0,1
경기도 안성시 서운면 인리,2,1,0,1
경기도 안성시 서운면 청용리,1,0,0,1
경기도 안성시 서운면 현매리,2,0,1,0
경기도 안성시 서인동,2,0,0,14
경기도 안성시 석정동,3,0,0,35
경기도 안성시 성남동,1,0,0,2
경기도 안성시 숭인동,3,0,0,2
경기도 안성시 신건지동,1,0,0,1
경기도 안성시 신소현동,3,0,0,1
경기도 안성시 신흥동,1,0,0,0
경기도 안성시 아양동,4,0,1,2
경기도 안성시 양성면 구장리,1,0,0,0
경기도 안성시 양성면 난실리,2,0,0,0
경기도 안성시 양성면 노곡리,4,1,1,2
경기도 안성시 양성면 덕봉리,2,0,0,2
경기도 안성시 양성면 도곡리,1,0,0,1
경기도 안성시 양성면 동항리,3,1,0,17
경기도 안성시 양성면 명목리,4,1,0,0
경기도 안성시 양성면 미산리,3,0,0,3
경기도 안성시 양성면 방신리,2,0,0,2
경기도 안성시 양성면 방축리,1,0,0,0
경기도 안성시 양성면 산정리,1,0,0,0
경기도 안성시 양성면 삼암리,2,0,0,0
경기도 안성시 양성면 석화리,1,0,0,0
경기도 안성시 양성면 이현리,1,0,0,1
경기도 안성시 양성면 장서리,1,0,0,0
경기도 안성시 양성면 추곡리,1,0,0,0
경기도 안성시 양성면 필산리,1,0,0,0
경기도 안성시 연지동,2,0,0,9
경기도 안성시 영동,1,0,0,2
경기도 안성시 옥산동,4,0,1,7
경기도 안성시 옥천동,1,0,0,1
경기도 안성시 원곡면 내가천리,2,0,1,2
경기도 안성시 원곡면 반제리,2,0,0,14
경기도 안성시 원곡면 산하리,2,0,0,5
경기도 안성시 원곡면 성은리,2,0,0,1
경기도 안성시 원곡면 성주리,1,0,0,1
경기도 안성시 원곡면 외가천리,4,1,0,5
경기도 안성시 원곡면 지문리,3,0,0,2
경기도 안성시 원곡면 칠곡리,5,0,0,18
경기도 안성시 인지동,2,0,0,16
경기도 안성시 일죽면 가리,2,0,0,0
경기도 안성시 일죽면 고은리,3,0,0,0
경기도 안성시 일죽면 금산리,3,1,0,0
경기도 안성시 일죽면 능국리,4,0,0,0
경기도 안성시 일죽면 당촌리,2,0,0,1
경기도 안성시 일죽면 방초리,4,1,0,3
경기도 안성시 일죽면 산북리,1,0,0,0
경기도 안성시 일죽면 송천리,5,1,0,18
경기도 안성시 일죽면 신흥리,4,0,0,0
경기도 안성시 일죽면 월정리,4,0,0,1
경기도 안성시 일죽면 장암리,1,0,0,0
경기도 안성시 일죽면 주천리,2,0,1,0
경기도 안성시 일죽면 죽림리,2,0,0,0
경기도 안성시 일죽면 화곡리,3,0,0,0
경기도 안성시 일죽면 화봉리,3,0,0,1
경기도 안성시 죽산면 당목리,2,1,0,1
경기도 안성시 죽산면 두교리,3,0,1,0
경기도 안성시 죽산면 두현리,3,0,0,0
경기도 안성시 죽산면 매산리,4,0,0,1
경기도 안성시 죽산면 용설리,4,0,0,0
경기도 안성시 죽산면 장계리,3,0,0,0
경기도 안성시 죽산면 장능리,2,0,0,0
경기도 안성시 죽산면 장원리,4,0,0,1
경기도 안성시 죽산면 죽산리,7,1,1,16
경기도 안성시 죽산면 칠장리,2,0,0,1
경기도 안성시 중리동,5,0,0,2
경기도 안성시 창전동,1,0,0,1
경기도 안성시 현수동,1,0,0,3
경기도 안양시 동안구 관양동,25,0,11,254
경기도 안양시 동안구 비산동,29,0,14,117
경기도 안양시 동안구 평촌동,29,0,9,72
경기도 안양시 동안구 호계동,51,0,13,216
경기도 안양시 만안구 박달동,21,0,3,39
경기도 안양시 만안구 석수동,30,0,7,83
경기도 안양시 만안구 안양동,57,0,17,297
경기도 안양시 비산동,0,1,0,0
경기도 안양시 안양동,0,1,0,0
경기도 양주시 고암동,8,0,5,14
경기도 양주시 고읍동,9,0,4,9
경기도 양주시 광사동,8,0,2,46
경기도 양주시 광적면 가납리,6,0,2,16
경기도 양주시 광적면 광석리,3,0,0,1
경기도 양주시 광적면 덕도리,3,0,0,0
경기도 양주시 광적면 비암리,2,0,0,0
경기도 양주시 광적면 석우리,3,0,1,1
경기도 양주시 광적면 우고리,2,0,0,0
경기도 양주시 광적면 효촌리,3,0,0,0
경기도 양주시 남면 경신리,1,0,0,0
경기도 양주시 남면 구암리,2,0,0,0
경기도 양주시 남면 두곡리,1,0,0,0
경기도 양주시 남면 매곡리,1,1,0,1
경기도 양주시 남면 상수리,4,1,0,2
경기도 양주시 남면 신산리,6,0,1,17
경기도 양주시 남면 신암리,2,0,0,0
경기도 양주시 남면 입암리,2,0,0,1
경기도 양주시 남면 한산리,2,0,0,2
경기도 양주시 남면 황방리,2,0,0,1
경기도 양주시 남방동,5,1,0,4
경기도 양주시 덕계동,24,0,4,22
경기도 양주시 덕정동,17,1,2,40
경기도 양주시 마전동,2,0,0,2
경기도 양주시 만송동,11,0,2,17
경기도 양주시 백석읍 가업리,5,0,0,1
경기도 양주시 백석읍 기산리,1,0,0,6
경기도 양주시 백석읍 방성리,9,0,0,5
경기도 양주시 백석읍 복지리,13,0,3,11
경기도 양주시 백석읍 연곡리,4,1,0,0
경기도 양주시 백석읍 오산리,9,0,1,8
경기도 양주시 백석읍 홍죽리,3,0,0,6
경기도 양주시 봉양동,4,0,0,1
경기도 양주시 산북동,4,0,0,2
경기도 양주시 삼숭동,13,0,2,27
경기도 양주시 어둔동,2,0,0,0
경기도 양주시 옥정동,10,0,7,49
경기도 양주시 유양동,1,0,0,2
경기도 양주시 율정동,2,0,1,6
경기도 양주시 은현면 도하리,3,0,0,0
경기도 양주시 은현면 봉암리,2,1,1,5
경기도 양주시 은현면 선암리,2,0,0,1
경기도 양주시 은현면 용암리,5,0,0,3
경기도 양주시 은현면 운암리,3,0,0,3
경기도 양주시 은현면 하패리,5,0,1,0
경기도 양주시 장흥면 교현리,2,0,3,4
경기도 양주시 장흥면 부곡리,5,0,0,9
경기도 양주시 장흥면 삼상리,3,0,1,4
경기도 양주시 장흥면 삼하리,1,0,0,5
경기도 양주시 장흥면 석현리,1,0,0,12
경기도 양주시 장흥면 울대리,2,0,0,7
경기도 양주시 장흥면 일영리,4,1,0,10
경기도 양주시 회암동,3,0,0,5
경기도 양주시 회정동,7,0,1,13
경기도 양평군 강상면 교평리,2,0,0,10
경기도 양평군 강상면 대석리,2,0,0,0
경기도 양평군 강상면 병산리,8,0,0,11
경기도 양평군 강상면 세월리,1,1,1,0
경기도 양평군 강상면 송학리,4,0,0,0
경기도 양평군 강상면 신화리,2,0,1,0
경기도 양평군 강상면 화양리,2,0,0,3
경기도 양평군 강하면 동오리,2,1,0,0
경기도 양평군 강하면 성덕리,5,0,0,2
경기도 양평군 강하면 왕창리,3,0,0,4
경기도 양평군 강하면 운심리,2,1,1,6
경기도 양평군 강하면 전수리,4,0,0,13
경기도 양평군 강하면 항금리,1,0,0,0
경기도 양평군 개군면 계전리,1,0,0,0
경기도 양평군 개군면 공세리,2,0,0,5
경기도 양평군 개군면 구미리,1,0,0,0
경기도 양평군 개군면 내리,2,0,0,0
경기도 양평군 개군면 도곡리,0,0,0,2
경기도 양평군 개군면 부리,2,0,0,0
경기도 양평군 개군면 불곡리,1,0,0,0
경기도 양평군 개군면 상자포리,2,0,0,0
경기도 양평군 개군면 석장리,2,0,0,0
경기도 양평군 개군면 앙덕리,1,0,0,0
경기도 양평군 개군면 자연리,1,0,0,0
경기도 양평군 개군면 주읍리,1,0,0,0
경기도 양평군 개군면 하자포리,3,1,1,9
경기도 양평군 개군면 향리,1,0,0,0
경기도 양평군 단월면 덕수리,2,0,0,0
경기도 양평군 단월면 명성리,2,0,0,0
경기도 양평군 단월면 보룡리,3,1,1,1
경기도 양평군 단월면 봉상리,2,0,0,0
경기도 양평군 단월면 부안리,2,1,0,2
경기도 양평군 단월면 산음리,2,1,0,0
경기도 양평군 단월면 삼가리,1,0,0,0
경기도 양평군 단월면 석산리,2,0,0,1
경기도 양평군 단월면 향소리,2,0,0,1
경기도 양평군 서종면 노문리,1,1,0,0
경기도 양평군 서종면 도장리,2,0,0,7
경기도 양평군 서종면 명달리,1,0,0,0
경기도 양평군 서종면 문호리,5,1,1,29
경기도 양평군 서종면 서후리,2,1,0,0
경기도 양평군 서종면 수능리,2,0,0,2
경기도 양평군 서종면 수입리,3,0,1,7
경기도 양평군 서종면 정배리,2,1,1,1
경기도 양평군 양동면 계정리,3,1,0,0
경기도 양평군 양동면 고송리,3,1,1,1
경기도 양평군 양동면 금왕리,2,1,0,0
경기도 양평군 양동면 단석리,2,1,0,0
경기도 양평군 양동면 매월리,4,0,0,1
경기도 양평군 양동면 삼산리,7,0,0,0
경기도 양평군 양동면 석곡리,4,1,1,0
경기도 양평군 양동면 쌍학리,6,0,0,11
경기도 양평군 양서면 국수리,3,0,0,1
경기도 양평군 양서면 대심리,2,0,0,2
경기도 양평군 양서면 도곡리,1,0,1,1
경기도 양평군 양서면 목왕리,3,0,0,5
경기도 양평군 양서면 복포리,3,1,0,1
경기도 양평군 양서면 부용리,2,0,0,0
경기도 양평군 양서면 신원리,3,0,0,0
경기도 양평군 양서면 양수리,9,0,0,22
경기도 양평군 양서면 용담리,4,0,1,10
경기도 양평군 양서면 증동리,3,0,1,0
경기도 양평군 양서면 청계리,3,0,0,0
경기도 양평군 양평읍 공흥리,7,0,1,14
경기도 양평군 양평읍 대흥리,3,0,0,2
경기도 양평군 양평읍 덕평리,3,0,0,2
경기도 양평군 양평읍 도곡리,5,0,0,3
경기도 양평군 양평읍 백안리,8,0,0,5
경기도 양평군 양평읍 봉성리,2,0,0,3
경기도 양평군 양평읍 신애리,2,0,0,0
경기도 양평군 양평읍 양근리,30,1,2,56
경기도 양평군 양평읍 오빈리,5,0,0,7
경기도 양평군 양평읍 원덕리,2,0,1,0
경기도 양평군 양평읍 창대리,6,0,1,1
경기도 양평군 양평읍 회현리,3,0,0,0
경기도 양평군 옥천면 신복리,4,0,0,5
경기도 양평군 옥천면 아신리,6,0,0,8
경기도 양평군 옥천면 옥천리,6,1,1,18
경기도 양평군 옥천면 용천리,4,0,0,4
경기도 양평군 용문면 광탄리,4,0,1,2
경기도 양평군 용문면 금곡리,2,0,0,0
경기도 양평군 용문면 다문리,15,1,1,49
경기도 양평군 용문면 덕촌리,2,0,0,7
경기도 양평군 용문면 마룡리,2,0,0,5
경기도 양평군 용문면 망능리,1,0,0,1
경기도 양평군 용문면 삼성리,5,0,0,1
경기도 양평군 용문면 신점리,2,0,0,12
경기도 양평군 용문면 연수리,4,0,0,3
경기도 양평군 용문면 오촌리,1,0,0,0
경기도 양평군 용문면 조현리,1,1,1,0
경기도 양평군 용문면 중원리,2,0,0,1
경기도 양평군 용문면 화전리,2,0,0,3
경기도 양평군 지평면 곡수리,2,1,1,3
경기도 양평군 지평면 대평리,2,0,0,1
경기도 양평군 지평면 망미리,3,0,0,0
경기도 양평군 지평면 무왕리,3,0,0,0
경기도 양평군 지평면 송현리,3,0,0,1
경기도 양평군 지평면 수곡리,2,0,0,0
경기도 양평군 지평면 옥현리,3,0,0,1
경기도 양평군 지평면 월산리,4,0,0,0
경기도 양평군 지평면 일신리,5,1,0,0
경기도 양평군 지평면 지평리,5,1,1,7
경기도 양평군 청운면 가현리,3,0,0,0
경기도 양평군 청운면 갈운리,6,1,0,1
경기도 양평군 청운면 다대리,3,0,0,0
경기도 양평군 청운면 도원리,1,0,0,0
경기도 양평군 청운면 비룡리,4,0,0,1
경기도 양평군 청운면 삼성리,2,0,0,0
경기도 양평군 청운면 신론리,3,1,0,3
경기도 양평군 청운면 여물리,2,0,0,0
경기도 양평군 청운면 용두리,6,1,1,9
경기도 여주시 가남읍 건장리,1,0,0,0
경기도 여주시 가남읍 금곡리,2,0,0,0
경기도 여주시 가남읍 금당리,4,1,1,0
경기도 여주시 가남읍 대신리,3,0,0,0
경기도 여주시 가남읍 본두리,3,0,0,0
경기도 여주시 가남읍 삼군리,3,0,0,2
경기도 여주시 가남읍 삼승리,1,1,0,0
경기도 여주시 가남읍 상활리,2,0,0,1
경기도 여주시 가남읍 송림리,1,0,1,0
경기도 여주시 가남읍 신해리,6,0,0,4
경기도 여주시 가남읍 심석리,4,0,0,1
경기도 여주시 가남읍 안금리,3,0,0,0
경기도 여주시 가남읍 양귀리,1,0,0,0
경기도 여주시 가남읍 연대리,2,0,0,0
경기도 여주시 가남읍 오산리,1,1,1,11
경기도 여주시 가남읍 은봉리,2,0,0,0
경기도 여주시 가남읍 정단리,1,0,0,0
경기도 여주시 가남읍 태평리,9,1,3,30
경기도 여주시 가남읍 하귀리,1,0,0,0
경기도 여주시 가남읍 화평리,2,0,0,0
경기도 여주시 가업동,1,0,0,0
경기도 여주시 강천면 가야리,2,0,0,0
경기도 여주시 강천면 간매리,2,1,1,1
경기도 여주시 강천면 강천리,2,1,0,2
경기도 여주시 강천면 걸은리,3,0,0,0
경기도 여주시 강천면 굴암리,1,0,0,0
경기도 여주시 강천면 도전리,5,1,1,2
경기도 여주시 강천면 부평리,2,0,0,0
경기도 여주시 강천면 이호리,2,0,0,2
경기도 여주시 강천면 적금리,2,0,0,0
경기도 여주시 교동,7,0,3,7
경기도 여주시 금사면 궁리,2,0,0,0
경기도 여주시 금사면 금사리,2,0,0,0
경기도 여주시 금사면 도곡리,3,0,0,1
경기도 여주시 금사면 상호리,1,0,0,3
경기도 여주시 금사면 소유리,1,0,0,0
경기도 여주시 금사면 외평리,2,0,0,0
경기도 여주시 금사면 이포리,3,1,1,15
경기도 여주시 금사면 장흥리,1,0,0,0
경기도 여주시 금사면 전북리,1,0,0,0
경기도 여주시 금사면 주록리,1,0,0,0
경기도 여주시 금사면 하호리,1,1,0,1
경기도 여주시 능서면 광대리,2,0,0,1
경기도 여주시 능서면 구양리,1,0,0,0
경기도 여주시 능서면 내양리,3,1,0,0
경기도 여주시 능서면 마래리,1,0,1,0
경기도 여주시 능서면 매류리,2,1,0,1
경기도 여주시 능서면 매화리,1,0,0,0
경기도 여주시 능서면 백석리,2,0,1,2
경기도 여주시 능서면 번도리,5,0,0,3
경기도 여주시 능서면 신지리,3,1,1,3
경기도 여주시 능서면 양거리,1,0,0,0
경기도 여주시 능서면 오계리,2,0,0,0
경기도 여주시 능서면 왕대리,2,0,0,5
경기도 여주시 능서면 용은리,2,0,0,0
경기도 여주시 능현동,1,0,1,0
경기도 여주시 단현동,2,0,0,0
경기도 여주시 대신면 가산리,4,0,0,0
경기도 여주시 대신면 계림리,2,0,0,0
경기도 여주시 대신면 당남리,1,0,0,0
경기도 여주시 대신면 당산리,2,0,0,0
경기도 여주시 대신면 도롱리,1,0,0,0
경기도 여주시 대신면 무촌리,1,0,0,0
경기도 여주시 대신면 보통리,3,0,0,0
경기도 여주시 대신면 상구리,2,1,0,0
경기도 여주시 대신면 송촌리,3,1,1,0
경기도 여주시 대신면 양촌리,1,0,0,0
경기도 여주시 대신면 옥촌리,3,0,0,0
경기도 여주시 대신면 윤촌리,1,0,0,0
경기도 여주시 대신면 율촌리,5,1,1,6
경기도 여주시 대신면 장풍리,3,0,0,0
경기도 여주시 대신면 천남리,2,0,1,0
경기도 여주시 대신면 천서리,2,0,0,12
경기도 여주시 대신면 초현리,2,0,0,0
경기도 여주시 대신면 하림리,3,0,0,0
경기도 여주시 대신면 후포리,3,0,0,0
경기도 여주시 매룡동,2,0,0,0
경기도 여주시 멱곡동,3,0,0,0
경기도 여주시 북내면 가정리,2,0,0,0
경기도 여주시 북내면 내룡리,1,0,0,0
경기도 여주시 북내면 당우리,1,1,1,7
경기도 여주시 북내면 덕산리,1,0,0,0
경기도 여주시 북내면 상교리,1,0,0,0
경기도 여주시 북내면 서원리,2,0,0,0
경기도 여주시 북내면 석우리,2,0,0,0
경기도 여주시 북내면 신남리,1,0,0,0
경기도 여주시 북내면 신접리,3,0,0,0
경기도 여주시 북내면 외룡리,1,0,0,0
경기도 여주시 북내면 운촌리,1,0,0,0
경기도 여주시 북내면 장암리,2,0,0,0
경기도 여주시 북내면 주암리,2,1,0,0
경기도 여주시 북내면 중암리,2,0,0,0
경기도 여주시 북내면 지내리,1,0,0,0
경기도 여주시 산북면 명품리,1,0,0,0
경기도 여주시 산북면 백자리,1,0,0,0
경기도 여주시 산북면 상품리,4,1,1,8
경기도 여주시 산북면 송현리,1,0,0,1
경기도 여주시 산북면 용담리,1,0,0,0
경기도 여주시 산북면 주어리,1,0,0,3
경기도 여주시 산북면 후리,1,0,0,0
경기도 여주시 삼교동,2,0,0,0
경기도 여주시 상거동,1,0,0,18
경기도 여주시 상거동 안금리,0,0,0,2
경기도 여주시 상동,2,1,1,16
경기도 여주시 신진동,1,0,0,0
경기도 여주시 연라동,2,0,1,2
경기도 여주시 연양동,2,0,0,4
경기도 여주시 오금동,1,0,0,0
경기도 여주시 오학동,5,0,1,10
경기도 여주시 우만동,1,0,0,1
경기도 여주시 월송동,5,0,3,5
경기도 여주시 점동면 관한리,2,0,0,0
경기도 여주시 점동면 뇌곡리,2,1,0,0
경기도 여주시 점동면 당진리,2,0,0,1
경기도 여주시 점동면 덕평리,2,0,0,0
경기도 여주시 점동면 도리,1,0,0,0
경기도 여주시 점동면 부구리,1,0,0,0
경기도 여주시 점동면 사곡리,2,0,0,2
경기도 여주시 점동면 삼합리,2,0,0,0
경기도 여주시 점동면 성신리,2,0,0,0
경기도 여주시 점동면 원부리,1,0,0,0
경기도 여주시 점동면 장안리,4,1,0,1
경기도 여주시 점동면 처리,1,0,0,0
경기도 여주시 점동면 청안리,2,1,1,6
경기도 여주시 점동면 현수리,2,0,0,0
경기도 여주시 점동면 흔암리,1,0,0,0
경기도 여주시 점봉동,7,0,1,10
경기도 여주시 창동,2,0,1,11
경기도 여주시 천송동,3,0,0,16
경기도 여주시 하거동,1,0,0,1
경기도 여주시 하동,5,0,2,30
경기도 여주시 현암동,8,0,0,19
경기도 여주시 홍문동,8,0,0,23
경기도 여주시 흥천면 계신리,2,0,0,0
경기도 여주시 흥천면 귀백리,1,0,0,0
경기도 여주시 흥천면 내사리,1,0,0,0
경기도 여주시 흥천면 다대리,1,0,0,0
경기도 여주시 흥천면 대당리,2,0,0,0
경기도 여주시 흥천면 문장리,2,0,1,0
경기도 여주시 흥천면 복대리,3,0,0,0
경기도 여주시 흥천면 상대리,2,0,0,0
경기도 여주시 흥천면 상백리,2,0,0,0
경기도 여주시 흥천면 신근리,3,0,0,1
경기도 여주시 흥천면 외사리,3,0,0,1
경기도 여주시 흥천면 율극리,2,0,0,0
경기도 여주시 흥천면 하다리,1,0,0,0
경기도 여주시 흥천면 효지리,3,1,1,4
경기도 연천군 군남면 남계리,3,0,0,0
경기도 연천군 군남면 삼거리,2,1,0,2
경기도 연천군 군남면 선곡리,1,0,0,2
경기도 연천군 군남면 옥계리,3,0,0,2
경기도 연천군 군남면 왕림리,1,0,0,0
경기도 연천군 군남면 진상리,2,0,1,3
경기도 연천군 군남면 황지리,1,0,0,2
경기도 연천군 미산면 동이리,1,0,0,0
경기도 연천군 미산면 마전리,1,1,0,0
경기도 연천군 미산면 백석리,1,0,0,1
경기도 연천군 미산면 삼화리,1,0,0,0
경기도 연천군 미산면 아미리,2,0,0,0
경기도 연천군 미산면 우정리,1,0,1,1
경기도 연천군 미산면 유촌리,1,0,0,0
경기도 연천군 백학면 구미리,1,0,0,0
경기도 연천군 백학면 노곡리,2,1,1,1
경기도 연천군 백학면 두일리,4,1,1,3
